"numesa";"numlis1";"parti1";"pres_1";"parlan_1";"dip_1";"parlar_1";"numlis2";"parti2";"pres_2";"parlan_2";"numlis3";"parti3";"pres_3";"parlan_3";"dip_3";"parlar_3";"numlis4";"parti4";"pres_4";"parlan_4";"dip_4";"parlar_4";"numlis5";"parti5";"pres_5";"parlan_5"
"1136";"Juntos por el cambio - Bullrich";"67";"65";"65";"65";"Hacemos por nuestro pais - Schiaretti";"10";"10";"134";"UNION POR LA PATRIA - MASSA";"128";"127";"128";"128";"135";"Libertad avanza - Milei";"57";"57";"60";"59";"136";"Fte de izquierda y trab. - Bregman";"4";"4"
"1137";"Juntos por el cambio - Bullrich";"93";"91";"92";"92";"Hacemos por nuestro pais - Schiaretti";"8";"6";"134";"UNION POR LA PATRIA - MASSA";"95";"92";"92";"92";"135";"Libertad avanza - Milei";"60";"57";"57";"57";"136";"Fte de izquierda y trab. - Bregman";"2";"2"
